"EisaiShishoka_ID","TekiyoKaishi_DT","TekiyoShuryo_DT","KeishoMotoRecord_KEY","KeishoSakiRecord_KEY","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","DaihyoDairiten_CD","JissekiShukeiKaiso","KozaDairiten_CD","Shishoka_CD","JissekiShukeiName_KJ","JissekiShukeiName_RKJ","JissekiShukeiName_KN","Jusho_CD","Jusho_KJ","Jusho_KJ_Clean","JushoBanchi_KJ","JushoBanchi_KN","TEL_NO","JissekiShukeiPrint_CD","ShiryoHaisoSaki_CD","HansokuShiten_CD","KuriniKai_KBN","KuriniKaiHenko_FLG","IyakuSo_KBN","Oncology_Mitoroku_Site","Hokatu_Mitoroku_Site","I_MitorokuShiten_CD","Yaku_MitorokuShiten_CD","Data_Status"
"1761","01/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg45886","03/27/2026 14:52:08","PVU_XP_1302","23009","0000001442","12004","140","柏販売一課","柏１","ｶｼﾜﾊﾝﾊﾞｲ1ｶ","12217","千葉県柏市北柏２丁目２２－２０","","","","04-7163-6111","150","","51","X","","1","69","69","","16","10"
"1762","01/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg45886","03/27/2026 14:52:08","PVU_XP_1302","23009","0000001442","12004","142","柏販売二課","柏２","ｶｼﾜﾊﾝﾊﾞｲ2ｶ","12217","千葉県柏市北柏２丁目２２－２０","","","","04-7163-61111","160","","51","X","","1","69","69","","16","10"
"1763","09/04/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","03/29/2018 18:50:00","803001","itg39895","09/04/2019 10:30:11","PVU_XP_1302","12001","0000001030","12001","014","柏営業所","柏","ｶｼﾜ","12217092007","千葉県柏市松葉町７丁目２０－６","","","","04-7134-5001","100","","51","X","","3","69","69","","16","12"
"1766","02/01/2023 00:00:00","12/31/9999 00:00:00","0","0","0","itg19647","03/29/2018 18:50:00","803001","itg39895","01/27/2023 10:08:14","PVU_XP_1302","13038","0000000000","13038","026","東関東支店","東関東支店","ﾋｶﾞｼｶﾝﾄｳｼﾃﾝ","12217030000","千葉県柏市小青田２８－３","","","","04-7136-8161","121","","51","","","2","69","69","","16","12"
"1774","01/10/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/29/2018 18:50:00","803001","itg46273","07/22/2025 10:40:40","PVU_XP_1302","27070","0000000000","12033","303","第一営業１部３課","第一１部３","ﾀﾞｲ1ｴｲｷﾞﾖｳ1ﾌﾞ3ｶ","13117","東京都北区赤羽南１丁目２０－１","","","","03-6367-7900","203","","51","","","2","69","69","","16","10"
"1775","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","069","岩淵パンチ","岩淵","ｲﾜﾌﾞﾁﾊﾟﾝﾁ","12228015001","千葉県四街道市鷹の台１丁目５","","","","043-236-7707","069","","51","","","1","69","69","","16","10"
"1776","01/10/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/29/2018 18:50:00","803001","itg46273","07/22/2025 10:40:40","PVU_XP_1302","27070","0000000000","12033","010","ＲＤＣ東京","ＲＤＣ東京","RDCﾄｳｷﾖｳ","12227","千葉県浦安市千鳥１２－１５","","","","047-305-7211","010","","51","","","2","69","69","","16","10"
"1777","01/10/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/29/2018 18:50:00","803001","itg46273","07/22/2025 10:40:40","PVU_XP_1302","27070","0000000000","12033","101","第一営業広域２部","第一広域２","ﾀﾞｲ1ｴｲｷﾞﾖｳｺｳｲｷ2ﾌﾞ","13117","東京都北区赤羽南１丁目２０－１","","","","03-6367-7900","101","","51","","","2","69","69","","16","10"
"1778","01/10/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/29/2018 18:50:00","803001","itg46273","07/22/2025 10:40:40","PVU_XP_1302","27070","0000000000","12033","102","第一営業広域１部","第一広域１","ﾀﾞｲ1ｴｲｷﾞﾖｳｺｳｲｷ1ﾌﾞ","13117","東京都北区赤羽南１丁目２０－１","","","","03-6367-7900","100","","51","","","2","69","69","","16","10"
"1779","01/10/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/29/2018 18:50:00","803001","itg46273","07/22/2025 10:40:40","PVU_XP_1302","27070","0000000000","12033","103","第一営業１部２課","第一１部２","ﾀﾞｲ1ｴｲｷﾞﾖｳｺｳｲｷ1ﾌﾞ2ｶ","13117","東京都北区赤羽南１丁目２０－１","","","","03-6367-7900","202","","51","","","2","69","69","","16","10"
"1780","01/10/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/29/2018 18:50:00","803001","itg46273","07/22/2025 10:40:40","PVU_XP_1302","27070","0000000000","12033","201","ＭＫ事業部","ＭＫ事業部","MKｼﾞｷﾞﾖｳﾌﾞ","13117","東京都北区赤羽南１丁目２０－１","","","","03-6367-7900","312","","51","","","2","69","69","","16","10"
"1782","01/10/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/29/2018 18:50:00","803001","itg46273","07/22/2025 10:40:40","PVU_XP_1302","27070","0000000000","12033","302","第一営業１部１課","第一１部１","ﾀﾞｲ1ｴｲｷﾞﾖｳ1ﾌﾞ1ｶ","13117","東京都北区赤羽南１丁目２０－１","","","","03-6367-7900","201","","51","","","2","69","69","","16","10"
"1783","01/10/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/29/2018 18:50:00","803001","itg46273","07/22/2025 10:40:40","PVU_XP_1302","27070","0000000000","12033","000","東京支社第一営業部計","東京第一計","ﾄｳｷﾖｳｼｼﾔﾀﾞｲ1ｴｲｷﾞﾖｳﾌﾞ","13117","東京都北区赤羽南１丁目２０－１","","","","","999","","51","","","2","69","69","","16","10"
"1784","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","093","（株）薬研社パンチ","薬研パンチ","ﾔﾂｹﾝｼﾔﾊﾟﾝﾁ","12101030003","千葉県千葉市中央区末広３丁目１２番６号","","","","043-265-4141","093","","51","","","1","69","69","","16","10"
"1796","12/26/2023 00:00:00","12/31/9999 00:00:00","0","0","0","itg19647","03/29/2018 18:50:00","803001","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000001000","12010","000","千葉営業部","千葉","ﾁﾊﾞｴｲｷﾞﾖｳﾌﾞ ｹｲ","12204","千葉県船橋市市場３丁目１８－６","","","","","300","","51","","","1","69","69","","16","10"
"1797","09/04/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/29/2018 18:50:00","803001","itg39895","09/04/2019 10:30:11","PVU_XP_1302","12001","0000001030","12001","005","白井営業所","白井","ｼﾛｲ","12232022000","千葉県白井市復初崎１４５４－１３","","","","","110","","51","X","","3","69","69","","16","12"
"1799","01/09/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","03/29/2018 18:50:00","803001","itg45886","03/27/2026 14:52:08","PVU_XP_1302","23009","0000001434","12004","000","成田支店","成田","ﾅﾘﾀｼﾃﾝｹｲ","12233","千葉県富里市日吉倉２２３－３","","","","0476-92-8611","300","","51","","","1","69","69","","16","10"
"1800","05/07/2024 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg36186","03/02/2026 10:42:54","PVU_XP_1302","13149","0000009999","12010","999","ＡＬＦ千葉その他","千葉その他","ｱﾙﾌﾚﾂｻ ﾁﾊﾞ ｿﾉﾀ","12101","千葉県千葉市中央区末広５丁目１－１","","","","","996","","51","","","1","69","69","","16","10"
"1804","12/01/2023 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","03/29/2018 18:50:00","803001","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000001010","12010","000","千葉支店","千葉","ﾁﾊﾞｼﾃﾝ","12101","千葉県千葉市中央区末広５丁目１－１","","","","","120","","51","","","1","69","69","","16","10"
"1805","05/07/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg34492","03/29/2018 18:50:00","803001","itg36186","03/02/2026 10:42:54","PVU_XP_1302","13149","0000001010","12010","111","千葉営業１課","千葉１","ﾁﾊﾞ1","12101","千葉県千葉市中央区末広５丁目１－１","","","","","111","","51","","","1","69","69","","16","10"
"1806","05/07/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg34492","03/29/2018 18:50:00","803001","itg36186","03/02/2026 10:42:54","PVU_XP_1302","13149","0000001010","12010","112","千葉営業２課","千葉２","ﾁﾊﾞ2","12101","千葉県千葉市中央区末広５丁目１－１","","","","","112","","51","","","1","69","69","","16","10"
"1808","05/07/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg34492","03/29/2018 18:50:00","803001","itg36186","03/02/2026 10:42:54","PVU_XP_1302","13149","0000001010","12010","114","千葉営業３課","千葉３","ﾁﾊﾞ3","12101","千葉県千葉市中央区末広５丁目１－１","","","","","114","","51","","","1","69","69","","16","10"
"1809","12/01/2023 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg36186","03/12/2026 16:42:31","PVU_XP_1302","13149","0000000000","12010","000","代理店計","代理店計","ﾀﾞｲﾘﾃﾝ ｹｲ","12101","千葉県千葉市中央区末広５丁目１－１","","","","","999","","51","X","","1","69","69","","16","10"
"1810","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg09647","03/29/2018 18:50:00","803001","itg36186","04/02/2026 16:25:03","PVU_XP_1302","13160","0000000000","12037","000","メディセオ千葉統括営","千葉統括","ﾒﾃﾞｨｾｵﾁﾊﾞﾄｳｶﾂ","12101","千葉県千葉市中央区問屋町３－２","","","","","000","","51","X","","1","69","69","","16","10"
"1811","01/09/2024 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg45886","03/27/2026 14:52:08","PVU_XP_1302","23009","0000001434","12004","181","成田販売課","成田販売","ﾅﾘﾀﾊﾝﾊﾞｲｶ","12233","千葉県富里市日吉倉２２３－３","","","","0476-92-8611","270","","51","X","","1","69","69","","16","10"
"1815","12/05/2023 00:00:00","12/31/9999 00:00:00","0","0","0","itg19647","03/29/2018 18:50:00","803001","itg36186","03/02/2026 10:41:08","PVU_XP_1302","13160","0000001210","12037","156","成田支店","成田","ﾅﾘﾀｼﾃﾝ","12211","千葉県成田市不動ケ岡２０２６－１０","","","","","109","","51","X","","1","69","69","","16","10"
"1816","05/07/2024 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg36186","03/02/2026 10:42:54","PVU_XP_1302","13149","0000009999","12010","071","Ｍ千葉課","Ｍ千葉","ﾒﾃﾞｲｶﾙﾁﾊﾞﾁﾊﾞ","12101","千葉県千葉市中央区末広５丁目１－１","","","","043-265-4101","991","","51","","","1","69","69","","16","10"
"1817","05/07/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg34492","03/29/2018 18:50:00","803001","itg36186","03/02/2026 10:42:54","PVU_XP_1302","13149","0000009999","12010","970","支店長付","支店長付","ｼﾃﾝﾁﾖｳﾂｷ","12101","千葉県千葉市中央区末広５丁目１－１","","","","","995","","51","","","1","69","69","","16","10"
"1819","09/04/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/29/2018 18:50:00","803001","itg39895","09/04/2019 10:30:11","PVU_XP_1302","12001","0000001010","12001","009","鴨川営業所","鴨川","ｶﾓｶﾞﾜ","12223048000","千葉県鴨川市坂東西の前３３７","","","","","025","","51","X","","3","69","69","","16","12"
"1822","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg09647","03/29/2018 18:50:00","803001","itg36186","04/02/2026 16:25:03","PVU_XP_1302","13160","0000009999","12037","999","千葉統括その他","千葉統他","ﾁﾊﾞ ﾄｳｶﾂ ｿﾉﾀ","12101","千葉県千葉市中央区問屋町３－２","","","","","105","","51","","","1","69","69","","16","10"
"1823","01/09/2024 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg45886","03/27/2026 14:52:08","PVU_XP_1302","23009","0000001430","12004","001","千葉販売一課","千葉１","ﾊﾝﾊﾞｲ 1ｶ","12103","千葉県千葉市稲毛区穴川３丁目３－１７","","","","043-254-4151","010","","51","X","","1","69","69","","16","10"
"1824","01/09/2024 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg45886","03/27/2026 14:52:08","PVU_XP_1302","23009","0000001430","12004","002","千葉販売三課","千葉３","ﾊﾝﾊﾞｲﾝ 3ｶ","12103","千葉県千葉市稲毛区穴川３丁目３－１７","","","","043-254-4151","020","","51","X","","1","69","69","","16","10"
"1825","01/09/2024 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg45886","03/27/2026 14:52:08","PVU_XP_1302","23009","0000001430","12004","011","千葉販売二課","千葉２","ﾊﾝﾊﾞｲ 2ｶ","12103","千葉県千葉市稲毛区穴川３丁目３－１７","","","","043-254-4151","015","","51","X","","1","69","69","","16","10"
"1827","01/09/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","03/29/2018 18:50:00","803001","itg45886","03/27/2026 14:52:08","PVU_XP_1302","23009","0000001430","12004","015","千葉病院課","病院","ﾋﾞﾖｳｲﾝｶ","12103","千葉県千葉市稲毛区穴川３丁目３－１７","","","","043-255-2050","003","","51","X","","1","69","69","","16","10"
"1831","12/01/2023 00:00:00","12/31/9999 00:00:00","0","0","0","itg19647","03/29/2018 18:50:00","803001","itg46273","02/26/2026 15:54:04","PVU_XP_1302","13013","0000000000","12008","000","代理店","代理店","ﾀﾞｲﾘﾃﾝｹｲ","12103","千葉県千葉市稲毛区天台５丁目２１－１５","","","","043-254-5108","800","","51","X","","3","69","69","","16","10"
"1832","12/01/2023 00:00:00","12/31/9999 00:00:00","0","0","0","ips00023","03/29/2018 18:50:00","803001","itg46273","02/26/2026 15:54:04","PVU_XP_1302","13013","0000001000","12008","000","千葉営業部","千葉","ﾁﾊﾞｴｲｷﾞﾖｳﾌﾞ","12103","千葉県千葉市稲毛区天台５丁目２１－１５","","","","043-254-5108","200","","51","X","","3","69","69","","16","10"
"1833","09/04/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/29/2018 18:50:00","803001","itg39895","09/04/2019 10:30:11","PVU_XP_1302","12001","0000001000","12001","000","千葉・東京計","千葉・東京","ﾁﾊﾞ ﾄｳｷﾖｳ ｹｲ","12104000000","千葉県千葉市若葉区","","","","","120","","51","","","3","69","69","","16","12"
"1835","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","085","翔薬パンチ","翔薬パンチ","ｼﾖｳﾔｸﾊﾟﾝﾁ","13101003001","東京都千代田区岩本町１丁目","","","","","085","","51","","","1","69","69","","16","10"
"1836","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","203","ＰＲＣＬ関信越","Ｐ関信越","PRCLｶﾝｼﾝｴﾂ","13101003001","東京都千代田区岩本町１丁目","","","","","203","","51","","","1","69","69","","16","10"
"1837","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","204","ＰＲＣＬ東京","Ｐ東京","PRCLﾄｳｷﾖｳ","13101003001","東京都千代田区岩本町１丁目","","","","","204","","51","","","1","69","69","","16","10"
"1838","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","205","ＰＲＣＬ千葉埼玉","Ｐ千葉埼玉","PRCLﾁﾊﾞｻｲﾀﾏ","13101003001","東京都千代田区岩本町１丁目","","","","","205","","51","","","1","69","69","","16","10"
"1839","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","206","ＰＲＣＬ神奈川","Ｐ神奈川","PRCLｶﾅｶﾞﾜ","13101003001","東京都千代田区岩本町１丁目","","","","","206","","51","","","1","69","69","","16","10"
"1840","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","207","ＰＲＣＬ東海","Ｐ東海","PRCLﾄｳｶｲ","13101003001","東京都千代田区岩本町１丁目","","","","","207","","51","","","1","69","69","","16","10"
"1841","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","208","ＰＲＣＬ関西","Ｐ関西","PRCLｶﾝｻｲ","13101003001","東京都千代田区岩本町１丁目","","","","","208","","51","","","1","69","69","","16","10"
"1842","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","209","ＰＲＣＬ兵庫","Ｐ兵庫","PRCLﾋﾖｳｺﾞ","13101003001","東京都千代田区岩本町１丁目","","","","","201","","51","","","1","69","69","","16","10"
"1843","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","210","ＰＲＣＬ京滋北陸","Ｐ京滋北陸","PRCLｹｲｼﾞﾎｸﾘｸ","13101003001","東京都千代田区岩本町１丁目","","","","","210","","51","","","1","69","69","","16","10"
"1844","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","211","ＰＲＣＬ中国","Ｐ中国","PRCLﾁﾕｳｺﾞｸ","13101003001","東京都千代田区岩本町１丁目","","","","","211","","51","","","1","69","69","","16","10"
"1845","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","212","ＰＲＣＬ四国","Ｐ四国","PRCLｼｺｸ","13101003001","東京都千代田区岩本町１丁目","","","","","212","","51","","","1","69","69","","16","10"
"1846","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","213","ＰＲＣＬ九州","Ｐ九州","PRCLｷﾕｳｼﾕｳ","13101003001","東京都千代田区岩本町１丁目","","","","","213","","51","","","1","69","69","","16","10"
"1847","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","214","ＰＲＣＬ東芝","Ｐ東芝","PRCLﾄｳｼﾊﾞ","13101003001","東京都千代田区岩本町１丁目","","","","","214","","51","","","1","69","69","","16","10"
"1848","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","215","ＰＲＣＬＧＥ","ＰＧＥ","PRCLGE","13101003001","東京都千代田区岩本町１丁目","","","","","215","","51","","","1","69","69","","16","10"
"1849","01/09/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg34676","03/29/2018 18:50:00","803001","itg45886","03/27/2026 14:52:08","PVU_XP_1302","23009","0000000000","13164","000","代理店計","代理店計","ﾀﾞｲﾘﾃﾝｹｲ","13101","東京都千代田区岩本町３丁目","","","","","999","","51","X","","1","69","69","","16","10"
"1851","05/13/2024 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg45886","03/27/2026 14:52:08","PVU_XP_1302","23009","0000009999","13164","999","東京病院その他","東病その他","ﾄｳｷﾖｳﾋﾞﾖｳｲﾝ ｿﾉﾀ","13101","東京都千代田区岩本町３丁目","","","","","990","","51","","","1","69","69","","16","10"
"1852","01/09/2024 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg45886","03/27/2026 14:52:08","PVU_XP_1302","23009","0000001000","13164","000","東京病院営業部","東京病院","ﾄｳｷﾖｳﾋﾞﾖｳｲﾝ","13101","東京都千代田区岩本町３丁目","","","","","900","","51","","","1","69","69","","16","10"
"1856","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","062","アルフレツサパンチ","アルフＰ","ｱﾙﾌﾚﾂｻﾊﾟﾝﾁ","13101034000","東京都千代田区神田美土代町７番地住友不動産神田ビル１４階","","","","","062","","51","","","1","69","69","","16","10"
"1857","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","086","宮崎温泉堂パンチ","宮崎温泉堂","ﾐﾔｻﾞｷｵﾝｾﾝﾄﾞｳﾊﾟﾝﾁ","13101003001","東京都千代田区岩本町１丁目","","","","","086","","51","","","1","69","69","","16","10"
"1858","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","087","伊勢久パンチ","伊勢久パン","ｲｾｷﾕｳﾊﾟﾝﾁ","13101003001","東京都千代田区岩本町１丁目","","","","","087","","51","","","1","69","69","","16","10"
"1859","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","088","神宮パンチ","神宮パンチ","ｼﾞﾝｸﾞｳﾊﾟﾝﾁ","13101003001","東京都千代田区岩本町１丁目","","","","","088","","51","","","1","69","69","","16","10"
"1860","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","089","成和産業パンチ","成和パンチ","ｾｲﾜｻﾝｷﾞﾖｳﾊﾟﾝﾁ","13101003001","東京都千代田区岩本町１丁目","","","","","089","","51","","","1","69","69","","16","10"
"1861","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","094","ＭＭコーポ","ＭＭコーポ","MMｺ-ﾎﾟﾚ-ｼﾖﾝ","13101003001","東京都千代田区岩本町１丁目","","","","","094","","51","","","1","69","69","","16","10"
"1862","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","101","ＤＴＮＶ（リース）","リース","DTNVﾘ-ｽ","13101003001","東京都千代田区岩本町１丁目","","","","","101","","51","","","1","69","69","","16","10"
"1863","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","102","ＤＴＮＶ（販売）","販売","DTNVﾊﾝﾊﾞｲ","13101003001","東京都千代田区岩本町１丁目","","","","","102","","51","","","1","69","69","","16","10"
"1864","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","103","ＰＲＣＬ","ＰＲＣＬ","PRCL","13101003001","東京都千代田区岩本町１丁目","","","","","103","","51","","","1","69","69","","16","10"
"1865","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","104","宝来メディツク","宝来","ﾎｳﾗｲﾒﾃﾞｲﾂｸ","13101003001","東京都千代田区岩本町１丁目","","","","","103","","51","","","1","69","69","","16","10"
"1866","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","201","ＰＲＣＬ北海道","Ｐ北海道","PRCLﾎﾂｶｲﾄﾞｳ","13101003001","東京都千代田区岩本町１丁目","","","","","201","","51","","","1","69","69","","16","10"
"1867","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","202","ＰＲＣＬ東北","Ｐ東北","PRCLﾄｳﾎｸ","13101003001","東京都千代田区岩本町１丁目","","","","","202","","51","","","1","69","69","","16","10"
"1868","09/04/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg39895","03/29/2018 18:50:00","803001","itg39895","09/04/2019 10:30:11","PVU_XP_1302","12001","0000001010","12001","001","千葉営業所","千葉","ﾁﾊﾞ","12104052005","千葉県千葉市若葉区桜木５丁目４－２２","","","","","008","","51","X","","3","69","69","","16","12"
"1869","04/01/2026 00:00:00","12/31/9999 00:00:00","0","0","0","itg09647","03/29/2018 18:50:00","803001","itg36186","04/02/2026 16:25:03","PVU_XP_1302","13160","0000000000","13162","000","メディセオ首都圏Ｇ営","ＭＣ首都圏","ﾒﾃﾞｲｾｵ ｼﾕﾄｹﾝｸﾞﾙ-ﾌﾟ","13101","東京都千代田区外神田３丁目３－６","","","","","000","","51","","","1","69","69","","16","10"
"1870","04/22/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg09647","03/29/2018 18:50:00","803001","itg36186","03/02/2026 10:41:08","PVU_XP_1302","13160","0000009999","13162","998","首都圏その他","首都圏他","ｼﾕﾄｹﾝ ｿﾉﾀ","13101","東京都千代田区外神田３丁目３－６","","","","","900","","51","","","1","69","69","","16","10"
"1873","12/05/2023 00:00:00","12/31/9999 00:00:00","0","0","0","itg09647","03/29/2018 18:50:00","803001","itg36186","04/02/2026 16:25:03","PVU_XP_1302","13160","0000000000","13161","000","メディセオ試薬","試薬","ﾒﾃﾞｲｾｵｼﾔｸ","13101","東京都千代田区外神田３丁目３－６","","","","","000","","51","","","1","69","69","","16","10"
"1874","11/24/2020 00:00:00","12/31/9999 00:00:00","0","0","0","PVUDC","03/29/2018 18:50:00","803001","itg19647","11/24/2020 16:19:15","PVU_XP_1302","13049","0000000000","13049","074","小関英雄商店パンチ","小関英雄商","ｵｾﾞｷﾋﾃﾞｵｼﾖｳﾃﾝﾊﾟﾝﾁ","13101003001","東京都千代田区岩本町１丁目","","","","","074","","51","","","1","69","69","","16","10"
