"EisaiOroshiSoshiki_CD","TekiyoKaishi_DT","TekiyoShuryo_DT","KeishoMotoRecord_KEY","KeishoSakiRecord_KEY","Del_FLG","Sakuseisha_ID","Sakusei_DT","SakuseiProgram_ID","Koshinsha_ID","Koshin_DT","KoshinProgram_ID","EisaiOroshi_CD","OroshiSoshikiKaiso_LEVEL","OroshiSoshikiCode_FULL","OroshiSoshikiName_FULL","OroshiSoshikiCode_PART","OroshiSoshikiName_PART","OroshiSoshikiBottom_FLG","TEL_NO","Jusho_CD","ZIP_CD","Jusho_KJ","Data_Status"
"4723","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","3","48124350","試薬東日営業／埼玉Ａ：試薬埼玉・千葉支／","50","","1","","","","","0"
"4724","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg46273","09/30/2025 15:49:00","PVU_XP_1102","23","2","481244","試薬東日営業／新千葉：試薬千葉支店（２０２５．１０廃止）","244","新千葉：試薬千葉支店（２０２５．１０廃止）","0","","","","","2"
"4725","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","48124401","試薬東京営業／新千葉：試薬千葉支店／試薬　千葉（廃止）","01","試薬　千葉（廃止）","1","","","","","0"
"4726","10/02/2020 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","481245","試薬東日営業／新東京：試薬東京支店","245","新東京：試薬東京支店","0","","","","","0"
"4727","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","48124501","試薬東京営業／新東京：試薬東京支店／試薬　東京（廃止）","01","試薬　東京（廃止）","1","","","","","0"
"4728","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","48124502","試薬東京営業／新東京：試薬東京支店／試薬　東京（廃止）","02","試薬　東京（廃止）","1","","","","","0"
"4729","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","48124503","試薬東京営業／新東京：試薬東京支店／試薬　東京（廃止）","03","試薬　東京（廃止）","1","","","","","0"
"4730","10/02/2020 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","3","48124550","試薬東日営業／新東京：試薬東京支店／","50","","1","","","","","0"
"4731","10/02/2020 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","481246","試薬東日営業／国立：試薬多摩支店","246","国立：試薬多摩支店","0","","","","","0"
"4732","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","48124601","試薬東京営業／国立：試薬多摩支店／試薬　多摩（廃止）","01","試薬　多摩（廃止）","1","","","","","0"
"4733","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","481247","試薬東日営業／神Ａ：試薬神奈川支店","247","神Ａ：試薬神奈川支店","0","","","","","0"
"4734","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","48124701","試薬東京営業／神Ａ：試薬神奈川支店／試薬神奈川（廃止）","01","試薬神奈川（廃止）","1","","","","","0"
"4735","10/02/2020 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","1","482","試薬西日営業","482","試薬西日営業","0","","","","","0"
"4736","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","482554","試薬西日営業／阪Ａ：試薬神戸支店","554","阪Ａ：試薬神戸支店","0","","","","","0"
"4737","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","48255401","試薬関西営業／北野坂：試薬神戸支店／試薬兵庫一（廃止）","01","試薬兵庫一（廃止）","1","","","","","0"
"4738","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","48255402","試薬関西営業／北野坂：試薬神戸支店／試薬兵庫一（廃止）","02","試薬兵庫一（廃止）","1","","","","","0"
"4739","10/02/2020 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","482555","試薬西日営業／姫路：試薬姫路支店","555","姫路：試薬姫路支店","0","","","","","0"
"4740","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","48255501","試薬関西営業／姫路：試薬姫路支店／試薬兵庫二（廃止）","01","試薬兵庫二（廃止）","1","","","","","0"
"4741","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","48255502","試薬関西営業／姫路：試薬姫路支店／試薬兵庫二（廃止）","02","試薬兵庫二（廃止）","1","","","","","0"
"4742","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","482556","試薬西日営業／中津：試薬大阪・奈良支店","556","中津：試薬大阪・奈良支店","0","","","","","0"
"4743","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","48255601","試薬関西営業／中津：試薬大阪支店／試薬大阪一（廃止）","01","試薬大阪一（廃止）","1","","","","","0"
"4744","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","48255602","試薬関西営業／中津：試薬大阪支店／試薬大阪一（廃止）","02","試薬大阪一（廃止）","1","","","","","0"
"4745","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","48255603","試薬関西営業／中津：試薬大阪支店／試薬大阪一（廃止）","03","試薬大阪一（廃止）","1","","","","","0"
"4746","04/01/2024 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","482557","試薬西日営業／茨木：試薬京阪支店","557","茨木：試薬京阪支店","0","","","","","0"
"4747","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","48255701","試薬関西営業／茨木：試薬茨木・奈良支店／試薬大阪二（廃止）","01","試薬大阪二（廃止）","1","","","","","0"
"4748","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","48255702","試薬関西営業／茨木：試薬茨木・奈良支店／試薬大阪二（廃止）","02","試薬大阪二（廃止）","1","","","","","0"
"4749","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","1","48T","ＥＶ　Ｇ販売","48T","ＥＶ　Ｇ販売","0","","","","","0"
"4750","04/03/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","04/03/2017 15:14:42","PVU-1010","itg36186","04/03/2017 15:14:42","PVU-1010","23","2","48T48R","ＥＶＧ販売／ＥＶリネン販売支店","48R","ＥＶリネン販売支店","0","","","","","0"
"4751","04/03/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","04/03/2017 15:14:42","PVU-1010","itg36186","04/03/2017 15:14:42","PVU-1010","23","3","48T48R59","ＥＶＧ販売／ＥＶリネン販売支店／（２０１７．０４廃止）","59","（２０１７．０４廃止）","1","","","","","0"
"4752","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","48T48T","ＥＶ　Ｇ販売／エバルス卸売支店","48T","エバルス卸売支店","0","","","","","0"
"4753","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","3","48T48T01","ＥＶ　Ｇ販売／エバルス卸売支店／","01","","1","","","","","0"
"4754","10/01/2016 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","09/30/2016 11:19:42","PVU-1010","itg36186","09/30/2016 11:19:42","PVU-1010","23","2","48T48X","ＥＶＧ販売／エバルス卸売支店（廃止）","48X","エバルス卸売支店（廃止）","0","","","","","0"
"4755","10/01/2016 00:00:00","12/31/9999 00:00:00","0","0","0","itg36186","09/30/2016 11:19:42","PVU-1010","itg36186","09/30/2016 11:19:42","PVU-1010","23","3","48T48X59","ＥＶＧ販売／エバルス卸売支店（廃止）／エバルス旧薬粧支店（廃止）","59","エバルス旧薬粧支店（廃止）","1","","","","","0"
"4756","04/01/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","1","581","ＭＣ販売部門","581","ＭＣ販売部門","0","","","","","0"
"4757","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","581227","ＭＣ販売部門／ＭＣ販売　ＭＰアグロ近畿","227","ＭＣ販売　ＭＰアグロ近畿","0","","","","","0"
"4758","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","58122701","ＭＣ販売部門／ＭＣ販売ＭＰアグロ近畿／卸営業部（廃止）","01","卸営業部（廃止）","1","","","","","0"
"4759","04/01/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","581256","ＭＣ販売部門／ＭＣ販売ＭＭ埼玉","256","ＭＣ販売ＭＭ埼玉","0","","","","","0"
"4760","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","58125601","ＭＣ販売部門／ＭＣ販売ＧＭメディカル東／卸営業部（廃止）","01","卸営業部（廃止）","1","","","","","0"
"4761","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","581257","ＭＣ販売部門／ＭＣ販売　ＭＭ阪神Ａ","257","ＭＣ販売　ＭＭ阪神Ａ","0","","","","","0"
"4762","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","58125701","ＭＣ販売部門／ＭＣ販売ＧＭメディカル西／卸営業部（廃止）","01","卸営業部（廃止）","1","","","","","0"
"4763","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","581259","ＭＣ販売部門／ＭＣ販売　ＰＴ課阪神Ａ","259","ＭＣ販売　ＰＴ課阪神Ａ","0","","","","","0"
"4764","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","58125901","ＭＣ販売部門／ＭＣ販売ＰＴ課西物Ｃ／卸営業部（廃止）","01","卸営業部（廃止）","1","","","","","0"
"4765","04/01/2019 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/29/2019 15:15:16","PVU_XP_1102","23","2","581267","ＭＣ仕入販売部門／ＭＣ販売　ＰＴ課東京物Ｃ（２０１９．０４廃止）","267","ＭＣ販売　ＰＴ課東京物Ｃ（２０１９．０４廃止）","0","","","","","0"
"4766","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","58126701","ＭＣ販売部門／ＭＣ販売ＰＴ課東京物Ｃ／卸営業部（廃止）","01","卸営業部（廃止）","1","","","","","0"
"4767","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","581269","ＭＣ販売部門／ＭＣ販売　ＭＰアグロ盛岡","269","ＭＣ販売　ＭＰアグロ盛岡","0","","","","","0"
"4768","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","58126901","ＭＣ販売部門／ＭＣ販売ＭＰアグロ盛岡／卸営業部（廃止）","01","卸営業部（廃止）","1","","","","","0"
"4769","10/01/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","09/30/2019 10:08:17","PVU_XP_1102","23","1","783","分割Ｇエリア","783","分割Ｇエリア","0","","","","","0"
"4770","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","2","783XXX","分割Ｇエリア／（廃止）","XXX","（廃止）","0","","","","","0"
"4771","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","783XXXXX","分割Ｇエリア／（廃止）／分割販売Ｇ","XX","分割販売Ｇ","1","","","","","0"
"4772","10/01/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","1","784","分割販売","784","分割販売","0","","","","","0"
"4773","10/01/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","784784","分割販売／ＭＣ分割販売","784","ＭＣ分割販売","0","","","","","0"
"4774","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","78478401","分割販売／ＭＣ分割販売／分割（本部実績分）（廃止）","01","分割（本部実績分）（廃止）","1","","","","","0"
"4775","10/01/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","784793","分割販売／ＭＣ分割販売（南東京Ａ）","793","ＭＣ分割販売（南東京Ａ）","0","","","","","0"
"4776","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","78479301","分割販売／ＭＣ分割販売（南東京Ａ）／分割（本部実績分）（廃止）","01","分割（本部実績分）（廃止）","1","","","","","0"
"4777","10/01/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","784794","分割販売／ＭＣ分割販売（東北Ａ）","794","ＭＣ分割販売（東北Ａ）","0","","","","","0"
"4778","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","78479401","分割販売／ＭＣ分割販売（東北Ａ）／分割（本部実績分）（廃止）","01","分割（本部実績分）（廃止）","1","","","","","0"
"4779","10/01/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","784815","分割販売／ＭＣ分割販売（神奈川Ａ）","815","ＭＣ分割販売（神奈川Ａ）","0","","","","","0"
"4780","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","78481501","分割販売／ＭＣ分割販売（神奈川Ａ）／分割（本部実績分）（廃止）","01","分割（本部実績分）（廃止）","1","","","","","0"
"4781","10/01/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","784832","分割販売／ＭＣ分割販売（札幌Ａ）","832","ＭＣ分割販売（札幌Ａ）","0","","","","","0"
"4782","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","78483201","分割販売／ＭＣ分割販売（札幌Ａ）／分割（本部実績分）（廃止）","01","分割（本部実績分）（廃止）","1","","","","","0"
"4783","10/01/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","784833","分割販売／ＭＣ分割販売（南大阪Ａ）","833","ＭＣ分割販売（南大阪Ａ）","0","","","","","0"
"4784","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","78483301","分割販売／ＭＣ分割販売（南大阪Ａ）／分割（本部実績分）（廃止）","01","分割（本部実績分）（廃止）","1","","","","","0"
"4785","10/01/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","784834","分割販売／ＭＣ分割販売（名古屋Ａ）","834","ＭＣ分割販売（名古屋Ａ）","0","","","","","0"
"4786","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","78483401","分割販売／ＭＣ分割販売（名古屋Ａ）／分割（本部実績分）（廃止）","01","分割（本部実績分）（廃止）","1","","","","","0"
"4787","10/02/2020 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","1","785","ＭＣ法人営用","785","ＭＣ法人営用","0","","","","","0"
"4788","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","2","785XXX","ＭＣ広域管用／（廃止）","XXX","（廃止）","0","","","","","0"
"4789","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","785XXXXX","ＭＣ広域管用／（廃止）／広域管理用","XX","広域管理用","1","","","","","0"
"4790","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","1","87R","（廃止）","87R","（廃止）","0","","","","","0"
"4791","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","2","87RXXX","（廃止）／","XXX","","0","","","","","0"
"4792","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","87RXXXXX","（廃止）／／ＡＴ物流","XX","ＡＴ物流","1","","","","","0"
"4793","10/01/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","1","89Y","ＥＶ本社","89Y","ＥＶ本社","0","","","","","0"
"4794","10/01/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","89Y89Y","ＥＶ本社／ＥＶ本社","89Y","ＥＶ本社","0","","","","","0"
"4795","10/01/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","3","89Y89Y59","ＥＶ本社／ＥＶ本社／","59","","1","","","","","0"
"4796","10/01/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","04/02/2021 10:10:06","PVU_XP_1102","23","1","91E","ＭＥ試薬京都","91E","ＭＥ試薬京都","0","","","","","0"
"4797","04/02/2021 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","04/02/2021 10:10:06","PVU_XP_1102","23","2","91E038","ＭＥ試薬京都／ＭＥ・試薬京都支店（２０２１．０４廃止）","038","ＭＥ・試薬京都支店（２０２１．０４廃止）","0","","","","","0"
"4798","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 16:46:41","PVU-1010","23","3","91E03802","ＭＥ試薬京都／ＭＥ・試薬京都支店／試薬京都（廃止）","02","試薬京都（廃止）","1","","","","","0"
"4799","10/01/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","1","989","ＥＶ管理口座","989","ＥＶ管理口座","0","","","","","0"
"4800","10/01/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","989989","ＥＶ管理口座／ＥＶ債権管理口座","989","ＥＶ債権管理口座","0","","","","","0"
"4801","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","989989XX","ＥＶ管理口座／ＥＶ債権管理口座／債権管理管理口座（廃止）","XX","債権管理管理口座（廃止）","1","","","","","0"
"4802","10/01/2017 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","1","99A","ＥＶ営業本部","99A","ＥＶ営業本部","0","","","","","0"
"4803","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","2","99A7A9","ＥＶ営業本部／ＥＶ営業本部　予算調整","7A9","ＥＶ営業本部　予算調整","0","","","","","0"
"4804","10/01/2025 00:00:00","12/31/9999 00:00:00","0","0","0","itg09704","09/30/2017 13:13:34","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","3","99A7A959","ＥＶ営業本部／ＥＶ営業本部　予算調整／","59","","1","","","","","0"
"4805","04/01/2023 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg36186","03/30/2026 15:48:22","PVU_XP_1102","23","1","99F","ＥＶ法人営業","99F","ＥＶ法人営業","0","","","","","0"
"4806","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","2","99F7C9","ＥＶ病院部（廃止）／ＥＶ病院部販売品","7C9","ＥＶ病院部販売品","0","","","","","0"
"4807","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","99F7C959","ＥＶ病院部（廃止）／ＥＶ病院部販売品／","59","","1","","","","","0"
"4808","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","1","99R","ＥＶ関連営部（廃止）","99R","ＥＶ関連営部（廃止）","0","","","","","0"
"4809","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","2","99R32R","ＥＶ関連営部（廃止）／松江：医療関連山陰支店","32R","松江：医療関連山陰支店","0","","","","","0"
"4810","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","99R32R01","ＥＶ関連営部（廃止）／松江：医療関連山陰支店／","01","","1","","","","","0"
"4811","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","99R32R02","ＥＶ関連営部（廃止）／松江：医療関連山陰支店／","02","","1","","","","","0"
"4812","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","99R32R03","ＥＶ関連営部（廃止）／松江：医療関連山陰支店／","03","","1","","","","","0"
"4813","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","99R32R04","ＥＶ関連営部（廃止）／松江：医療関連山陰支店／","04","","1","","","","","0"
"4814","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","3","99R32R50","ＥＶ関連営部（廃止）／松江：医療関連山陰支店／","50","","1","","","","","0"
"4815","01/20/2014 00:00:00","12/31/9999 00:00:00","0","0","0","itg34675","01/20/2014 15:35:29","PVU-1010","itg34675","01/20/2014 15:35:29","PVU-1010","23","2","99R33R","ＥＶ関連営部（廃止）／岡山：医療関連岡山支店","33R","岡山：医療関連岡山支店","0","","","","","0"
